337
AB,159,0,32
BG,341,2,0
DH,179,7,44
AQ,343,11,0
DV,176,17,0
AC,214,30,0
AF,234,46,106
CP,167,282,84
CD,251,292,44
ET,296,295,0
BA,299,343,69
NJ,325,359,23
AD,158,370,0
AE,250,453,0
AG,207,648,0
FB,341,649,104
AI,261,660,0
AN,190,666,89
AJ,341,704,38
BT,230,727,0
DY,267,784,96
JO,285,796,124
AM,204,835,73
IS,303,967,0
BE,199,980,0
CB,261,1033,0
CJ,215,1045,0
AH,168,1071,0
IE,315,1076,125
KY,166,1157,0
AO,296,1272,39
CI,286,1281,0
LM,286,1343,108
HS,274,1360,60
AV,339,1368,0
AT,243,1395,47
BJ,184,1490,3
MC,174,1592,0
BL,327,1634,149
AW,300,1735,94
AK,203,1770,7
BP,325,1820,44
BC,210,1826,0
BV,272,1862,104
CS,283,1869,0
MD,164,1892,15
AL,326,1970,0
FW,219,1982,52
FQ,283,1995,60
AS,244,2030,35
HO,329,2096,143
AR,316,2120,11
AX,171,2122,0
DM,259,2122,0
AZ,243,2189,0
IC,323,2191,0
EU,175,2306,0
DE,272,2392,74
BY,264,2478,80
DR,303,2492,0
KU,157,2499,79
FN,316,2585,1
BD,250,2596,23
AY,152,2600,21
GP,280,2710,0
LG,266,2728,99
CH,334,2768,0
BS,281,2772,85
CA,169,2877,0
AP,288,3078,94
FR,184,3082,0
EN,179,3115,25
AU,202,3294,0
IO,273,3379,40
GN,278,3503,55
CM,193,3579,24
JY,239,3850,0
HE,325,4155,0
BQ,255,4209,0
BN,197,4344,0
BK,254,4649,0
BZ,317,4752,0
LI,269,4836,94
EV,262,4884,0
CV,197,4947,0
BF,299,5055,0
FH,344,5091,0
DT,345,5138,31
DN,189,5496,0
DS,195,5655,49
BI,312,5714,22
FJ,275,5739,0
FV,259,5743,0
ER,200,5804,74
ID,324,5815,0
BH,234,5980,0
IU,322,5990,111
BM,340,6103,0
FG,202,6119,47
HK,168,6382,9
HL,325,6608,0
BO,189,6666,74
ES,188,6728,58
CT,293,6901,0
JT,342,7351,172
DQ,335,7483,0
MY,245,7630,0
FC,349,7712,0
MU,281,7841,24
HM,238,7875,7
IV,197,7877,0
CZ,159,7930,0
BW,310,8103,0
EW,296,8250,0
JI,233,8444,4
BU,220,8468,0
EM,293,8564,118
CX,248,8597,0
KT,235,8618,6
CL,285,8655,0
CE,237,8778,119
GV,204,8794,102
LX,349,9016,127
IB,254,9093,58
GO,324,9307,50
MF,208,9474,0
EI,275,9480,1
FL,309,9537,0
CU,225,9629,93
EL,196,9704,0
CK,232,9799,4
FA,324,9966,0
BR,234,9968,0
DA,196,10657,97
DJ,346,10794,86
BX,276,10805,0
CW,201,10868,0
EF,332,10877,127
JL,232,10888,7
CN,348,10985,93
EK,331,11187,0
LP,316,11305,53
EQ,297,11401,129
DK,186,11530,0
ED,270,11888,0
LW,300,12068,139
CF,151,12196,74
EX,226,12539,0
EJ,199,12645,0
DF,159,12863,0
KN,287,13016,89
CG,317,13023,40
HJ,310,13319,136
EY,264,13325,0
FZ,190,13505,0
LU,240,13532,91
KL,268,13539,0
CY,283,13551,0
HN,247,13603,100
DP,198,14031,25
EA,331,14059,6
CQ,234,14101,0
MB,202,14148,0
IR,210,14154,0
FP,230,14166,0
DL,234,14251,81
JB,339,14470,0
CO,183,14636,56
FD,276,14933,0
IG,263,14936,0
IW,303,15040,42
GM,276,15084,38
GU,221,15260,0
DI,175,15313,83
DW,313,15442,0
DO,152,15881,0
IQ,325,16107,89
CR,322,16155,0
DX,326,16221,0
MX,179,16654,86
FY,307,16700,79
GL,280,16816,0
JD,254,16872,46
LK,232,16906,60
DB,225,16950,0
LA,190,17159,0
IP,341,17224,0
IF,166,17277,17
DC,252,17392,28
MJ,319,17399,0
DU,342,17830,0
EZ,192,18105,0
IJ,306,18131,0
JC,336,18837,0
DG,182,18844,45
FO,206,19013,0
NC,218,19769,92
EC,273,19798,104
NA,255,19877,0
EH,313,19899,34
MK,216,19924,2
HY,307,20053,0
HD,173,20358,0
GF,169,20444,0
GI,189,20646,0
LH,193,20713,39
DZ,341,20941,0
EO,270,21285,0
IN,223,21298,0
HC,335,21641,0
JF,156,22232,28
LN,321,22284,147
KC,224,22427,104
GR,272,22640,26
HR,310,22817,87
GA,247,22820,108
EG,232,22877,0
KO,326,23191,0
FK,182,23252,22
KJ,249,23261,40
JX,316,23349,0
JG,329,23530,55
GE,349,23711,47
EB,183,23761,60
JP,199,24032,93
NH,245,24446,56
JW,168,24459,0
KF,331,24480,0
GS,301,25722,29
IZ,317,25870,0
HZ,199,26422,0
GQ,224,26501,0
IA,226,26582,0
KH,324,26770,79
KB,268,26988,133
GB,325,27115,0
FU,325,27131,6
KM,298,27203,0
GT,264,27212,10
NE,254,27244,117
IH,320,27334,0
EP,315,27440,0
FI,259,27609,98
HP,336,27618,133
GW,328,27949,104
IL,212,28404,0
HQ,334,28462,57
ME,256,28691,0
HI,249,28841,0
HF,221,29361,104
LR,295,29364,24
FE,271,29474,0
HB,283,29812,0
HV,256,29859,7
GH,340,29894,32
MI,168,30031,0
NF,230,30163,32
FS,315,30338,0
JZ,307,30492,0
FX,278,30599,7
GD,325,31135,40
GJ,160,31423,0
FM,211,31774,0
MN,246,32497,0
GX,233,33244,0
LZ,273,33649,41
IM,214,33767,0
IY,239,34303,41
NB,348,34725,0
FT,214,34813,96
KG,215,35339,102
HW,264,35405,0
LS,274,35882,0
HX,260,36007,0
JU,276,36438,0
NG,267,37084,33
GC,341,37152,4
LF,293,37364,0
KR,335,37518,0
HG,218,37773,68
GY,269,37974,129
MZ,294,38055,0
HU,152,38589,0
GK,161,39058,21
HT,200,39586,0
ND,177,40155,34
GZ,298,40653,67
JK,268,40799,17
HA,238,41219,116
JQ,256,41511,123
JV,323,41513,85
LY,227,41746,32
KD,321,41982,0
JH,334,43271,146
LO,317,43314,0
KI,275,44245,0
MS,170,44323,0
IK,170,45162,0
MG,200,45643,59
MA,265,46168,0
LE,171,46324,51
MP,154,48617,0
MQ,243,49762,0
JA,295,50068,0
IT,302,50798,95
KV,343,50980,0
JN,311,51562,0
KQ,301,51718,0
MO,188,52245,19
IX,178,52738,73
LD,310,52913,139
JM,325,54722,0
KS,265,55143,28
KZ,336,56376,43
NL,202,56773,13
LB,259,56814,75
JS,253,56907,0
JE,220,57499,0
JR,327,57577,120
KA,177,60025,58
NK,178,60751,27
LV,196,60811,23
LC,284,61242,70
KE,276,61363,0
MH,267,61816,0
KP,220,63067,0
LJ,294,65768,0
LQ,161,66247,50
KX,155,66864,40
NI,153,67057,63
KW,259,67272,89
MW,248,73401,54
MV,240,74824,0
ML,208,75000,84
LT,268,75056,44
MR,182,75742,43
MT,316,80654,37
