168
AB,159,0,3
AT,151,59,0
AF,228,99,79
AC,270,158,0
GC,156,160,0
AE,153,176,0
AM,345,186,0
AH,177,233,77
AN,235,258,0
AD,212,359,0
CT,171,407,28
AR,184,409,21
BF,220,434,0
AI,307,451,0
BN,190,476,66
AL,325,562,55
AO,220,578,22
CO,256,724,0
FN,245,798,45
FC,228,812,80
AK,323,823,31
AG,193,855,0
BM,176,859,0
AJ,201,872,95
BC,199,962,0
AQ,262,997,0
AV,327,1039,0
DC,285,1071,110
BO,179,1160,0
BI,195,1308,0
DI,308,1339,94
AX,211,1429,0
AY,302,1474,23
AP,328,1515,0
FE,233,1803,0
BR,349,1804,59
DP,163,2076,45
AW,186,2219,53
CB,221,2236,0
DB,310,2316,86
AU,172,2324,61
BV,261,2374,0
AZ,310,2467,108
DV,223,2521,0
DF,325,2652,15
FI,155,2739,12
BD,308,2964,0
CV,315,2973,0
BY,267,3181,70
BK,203,3560,43
BT,246,3615,0
FA,326,3680,11
BS,175,3884,26
AS,154,3989,0
BA,151,4568,0
DX,328,4848,39
BJ,163,5282,37
BQ,200,5336,0
CL,213,5362,75
BZ,201,5503,0
EI,228,5627,30
CE,344,5629,0
FP,293,5740,0
BX,249,6119,0
GS,345,6193,0
EC,224,6195,0
BE,268,6310,0
BG,178,6525,0
BL,307,6595,12
DK,293,6708,0
CI,172,6745,28
BH,325,6912,128
BP,334,7287,108
DN,342,7387,91
BW,306,7454,0
CD,269,7513,44
ED,155,7612,53
CJ,301,7757,72
EO,191,7795,0
DL,235,7819,0
CS,265,8114,0
EQ,262,8533,48
CQ,258,8701,123
DE,342,8840,0
DW,192,9042,0
CH,297,9056,0
FS,256,9146,0
BU,270,9586,14
CM,206,9695,0
EU,286,9881,0
CF,225,9889,0
CW,272,9988,0
CG,313,10019,0
EP,160,10375,0
ES,320,10385,38
EW,267,10492,0
GL,216,10672,0
FR,223,10734,94
EF,298,11232,125
CA,158,11341,0
EA,271,11360,114
EK,187,11571,59
CU,183,11744,31
DG,281,11927,0
CK,153,11960,32
CP,270,12017,0
DS,308,12063,0
EJ,273,12186,13
FY,201,12190,38
DH,178,12548,60
GR,281,12701,0
DU,170,12801,0
FJ,281,12924,0
EV,156,13256,19
CZ,330,13282,0
CR,328,13456,0
FT,186,13617,61
DZ,225,13649,0
FD,206,14613,12
ET,245,14694,0
CN,296,14716,0
DT,198,15003,0
CX,330,15049,0
CY,266,15196,0
DA,244,15214,0
DM,316,15679,0
DQ,265,15932,0
GF,275,16039,0
DO,218,16500,36
GJ,261,16902,31
DY,202,17061,0
FG,299,17250,0
DR,270,17429,116
EM,332,17541,47
GO,163,17869,54
GH,180,18167,9
DJ,194,18310,0
ER,202,18431,0
EH,227,18587,0
GE,317,18853,46
GQ,224,19114,0
GD,217,19671,16
GA,227,19917,72
FO,239,20190,112
EL,192,20271,0
FK,275,20824,0
GM,187,20950,89
EB,338,21125,0
EG,301,21818,118
FU,284,21981,0
FB,185,22216,0
GP,312,23329,0
GN,184,23421,0
FL,320,23662,38
GI,303,23708,145
EZ,294,23872,87
EX,151,24199,38
FV,301,24626,0
FW,151,26834,54
EN,194,27503,0
FM,333,28025,99
FQ,336,29112,114
EY,271,29359,38
FX,194,30285,0
GB,339,30372,0
FH,350,30659,51
FZ,291,32151,0
GK,245,33588,0
