227
AB,218,0,76
BQ,336,2,74
AE,283,69,97
CP,160,83,0
AC,207,135,7
DV,188,236,0
AD,301,275,0
BU,163,296,3
FV,209,522,0
AF,328,580,70
AI,336,650,68
AP,186,684,83
AG,314,744,0
AK,226,851,10
AJ,208,939,0
AQ,278,980,0
AO,326,1025,0
BJ,233,1060,27
CM,193,1094,95
BR,340,1192,0
AR,327,1228,0
CG,232,1279,51
AM,313,1486,0
AH,211,1497,13
BF,195,1587,83
GJ,245,1895,0
GA,168,1949,0
AW,180,1954,0
AN,221,2186,95
AU,317,2311,0
FT,339,2321,161
BY,306,2464,121
AS,152,2478,22
BL,252,2484,0
AL,181,2565,0
CL,258,2683,72
BG,190,2731,0
CD,340,2742,0
FA,221,2785,0
AV,326,2868,35
FB,281,2909,124
BW,233,3147,25
CB,164,3516,18
EC,150,3532,0
BA,312,3646,0
AT,284,3668,58
GZ,273,3680,0
DF,295,3685,0
DZ,261,3834,0
DB,223,3888,40
AZ,335,3914,0
DG,328,3938,0
CI,150,3983,0
EG,227,3984,0
BE,168,4038,0
HZ,271,4070,0
BH,200,4133,16
IL,182,4148,0
BX,195,4191,33
BK,315,4229,0
BD,297,4254,78
CT,251,4366,115
BS,223,4465,67
FD,241,4515,0
BC,294,4549,96
AY,333,4590,0
BT,292,4734,0
BN,296,4807,0
DX,220,5138,84
EK,189,5177,26
BI,262,5229,108
AX,286,5243,21
FN,334,5309,0
DS,329,5627,115
BP,156,5843,59
EV,190,5880,81
GR,329,5976,0
DW,232,6062,51
CR,329,6151,0
CE,244,6323,0
CF,220,6587,61
GT,345,6657,0
DI,214,6748,0
CX,161,6790,81
EU,158,6868,0
BM,315,6928,0
EX,331,6989,0
HU,253,6995,0
FL,202,7188,4
EO,192,7347,0
BZ,302,7528,30
GF,244,7553,0
HV,330,7917,0
GD,234,7929,63
FX,231,8075,34
HO,201,8197,94
DC,152,8267,11
BO,217,8494,22
DK,331,8694,133
DO,200,8890,76
GX,343,8905,0
CA,184,9153,1
GP,192,9359,0
CN,322,9378,18
EF,173,9523,0
EB,230,9632,0
DY,191,9679,70
CQ,311,9799,0
ID,325,10271,0
BV,268,10483,0
GK,258,10619,44
CJ,276,10821,0
GN,197,11020,0
FP,273,11054,77
FW,168,11065,0
DH,329,11353,8
EH,222,11732,0
GO,223,11879,0
FO,301,12452,0
EY,251,12918,0
CS,260,12950,99
FH,333,12972,0
CK,179,13383,0
IT,224,13702,0
CH,333,13946,59
DT,334,13977,0
GI,171,14337,0
CO,323,14395,111
ET,330,14424,0
IA,313,14680,61
IB,238,14682,0
FQ,240,15020,45
EA,221,15036,10
IP,292,15057,32
EJ,253,15163,111
HL,222,15303,44
CW,310,15500,0
ES,206,15571,0
DN,260,15695,0
DA,295,15735,0
IY,325,15763,0
DQ,340,15813,0
CZ,203,16371,81
FG,335,16430,0
CV,290,16573,0
FE,241,16604,0
CU,158,16633,43
FI,183,16893,0
IC,150,16902,46
JA,210,16905,36
EI,291,16991,0
HD,193,17397,0
GU,201,17537,0
HP,162,17590,56
DJ,159,17754,0
ER,182,18043,0
HB,307,18062,0
CY,234,18360,46
EM,251,18545,94
IU,271,18588,72
DL,335,18624,0
EL,209,18832,0
DM,163,18991,42
DE,239,19490,0
FS,342,19496,0
IQ,199,19515,62
DU,291,19930,5
HR,329,20455,0
IG,268,20610,0
EN,228,20735,0
IV,342,20866,58
HW,271,21914,17
DP,278,22302,11
HI,271,22522,0
EZ,335,22623,0
DR,348,22984,84
EQ,194,24547,9
ED,278,25534,0
EP,155,26329,0
FU,275,27004,0
GW,207,27210,0
FC,348,27809,17
HA,248,27876,0
HF,225,27901,0
HY,258,27910,0
FR,154,28168,0
HQ,242,28369,73
IN,247,28406,0
HE,196,28737,0
EW,192,28783,73
HJ,192,28860,44
GH,307,28991,0
FK,170,29234,78
GB,182,29553,0
GV,199,29627,91
HN,217,30345,7
FM,188,30462,78
FJ,285,30898,0
IS,276,31014,56
GL,296,31063,19
IX,311,31114,27
HS,249,31365,0
GC,296,31479,68
GM,191,31549,0
FZ,269,32420,114
IJ,193,32710,0
HK,285,33329,32
IO,178,33636,74
FY,330,34058,34
GE,290,34156,5
GY,300,34425,0
HT,165,35688,46
IM,208,35918,13
GS,248,35984,0
HX,311,36443,0
IF,194,36560,0
IR,162,36848,0
HC,348,37497,163
IW,156,38254,19
GQ,159,38394,8
IE,347,39791,133
HG,318,40812,0
HM,213,44211,0
IZ,165,46451,53
IH,240,50855,66
IK,344,50902,143
JB,326,51646,0
