262
AB,160,0,45
CU,189,97,0
AQ,343,122,0
AC,219,158,11
AD,234,262,40
BP,244,284,61
AG,194,288,0
AK,281,349,0
AS,297,359,0
CM,263,362,0
DM,179,363,0
CE,252,387,0
AE,219,610,0
AF,237,682,0
CP,231,769,40
CQ,328,830,128
JW,316,996,0
EQ,282,1058,0
AX,229,1075,35
AI,339,1115,170
AH,337,1221,18
AJ,293,1223,97
AT,332,1270,128
FW,175,1288,59
AL,247,1292,1
DF,275,1317,0
BX,298,1328,0
FQ,304,1393,0
AZ,232,1398,0
IG,252,1435,4
BI,158,1556,8
AO,284,1807,31
AP,245,1905,71
CG,330,1976,0
IF,182,2060,0
AV,191,2088,0
AM,328,2138,0
KG,203,2142,0
BJ,223,2281,110
AN,229,2439,0
BE,313,2443,0
CJ,248,2523,34
BC,244,2764,0
EF,231,2826,56
CW,215,2890,0
BR,332,3224,0
IC,160,3228,0
BD,230,3326,0
CV,316,3365,0
DB,181,3444,44
FU,197,3588,66
CR,334,3631,0
AY,304,3683,118
GA,205,3700,89
BF,339,4009,0
CD,231,4113,0
AR,227,4132,99
BU,309,4161,0
AU,336,4212,0
BH,158,4464,0
CF,342,4562,33
DE,275,4577,0
BV,238,4594,53
BG,301,4925,35
AW,337,4935,0
CL,334,5054,9
FM,190,5060,0
CZ,184,5293,6
FT,192,5413,73
DA,309,5476,0
ET,152,5537,38
EN,217,5825,0
BW,335,5864,0
FH,203,6255,0
GX,221,6358,0
HF,194,6441,86
JC,150,6447,0
BA,279,6469,0
EM,347,6530,0
DL,286,6922,0
DP,152,6922,15
FI,156,7209,0
CA,162,7272,70
KE,274,7326,0
EV,214,7333,0
CO,194,7464,93
GL,179,7469,76
BO,237,7494,4
GF,325,7706,37
JX,259,7792,0
BL,303,7859,0
KC,264,7884,33
FY,183,7997,0
BK,208,8099,80
GR,217,8118,24
JN,174,8220,0
DJ,151,8234,0
BM,296,8298,100
BN,310,8508,131
BY,242,8558,0
BT,286,8657,0
IL,265,8670,0
EK,238,8704,0
FX,321,8723,4
BZ,243,8948,0
KD,202,9498,0
CY,161,9566,1
HR,151,9676,0
GC,280,9681,0
BQ,243,9762,47
EJ,194,9814,0
CN,211,9909,0
FD,199,10053,17
IQ,162,10246,0
DR,220,10362,50
FE,287,10661,0
ES,233,10881,36
FO,152,10969,0
FJ,339,11035,155
BS,295,11056,0
CB,185,11114,0
DO,187,11212,5
HL,170,11214,0
GU,315,11318,0
IX,165,11602,27
CK,213,11685,72
CH,273,11759,0
JZ,226,11836,17
ED,224,12139,65
DH,183,12246,0
DG,333,12345,0
GK,167,12417,26
GI,305,12698,0
DX,247,12877,0
DC,191,12934,0
JH,232,12944,98
DV,171,13279,0
JL,321,13788,90
EG,196,13962,0
HT,189,13982,0
HQ,187,14115,26
CS,319,14139,0
DY,197,14269,29
HC,231,14356,0
EH,237,14408,38
DI,346,14417,104
EB,302,14421,98
CI,342,14449,158
GS,245,14597,0
ER,190,14760,0
DK,196,14779,0
IH,198,14858,36
HO,231,14895,63
GV,265,15231,0
KL,220,16054,0
JK,340,16128,95
IV,304,16549,0
CT,158,16701,0
CX,242,16708,89
EI,327,16716,85
HB,235,16977,0
GT,259,17427,0
GW,163,17518,60
EL,255,17547,0
IT,219,17568,1
EA,281,17789,0
GH,269,17798,0
GE,350,17850,0
FV,198,18078,0
DS,222,18487,57
HM,245,18569,0
IN,327,18793,110
JI,323,19235,0
JB,177,19483,29
GN,242,19923,0
FG,305,20612,0
EX,301,20673,0
FP,164,20983,0
EZ,153,21148,20
FC,247,21278,54
EP,195,21500,0
JA,158,21508,6
IW,205,21649,0
DT,279,21670,40
DQ,347,21755,0
DN,281,21931,90
HS,237,22060,24
HU,177,22176,0
DW,255,22748,100
EC,289,22872,0
DU,248,22918,0
DZ,320,23153,0
KI,234,23275,95
HV,158,23402,0
EO,321,23526,120
EY,157,23555,79
FB,323,24270,0
GD,212,24510,0
IO,305,24750,0
FR,163,24754,16
KF,221,24828,41
HJ,346,25434,3
GQ,276,25751,0
JR,308,26124,0
IJ,294,26253,0
IK,193,26342,0
FL,347,26503,162
EW,151,26797,68
HN,261,27607,0
JU,337,28846,0
EU,173,29681,0
HI,288,29748,0
GO,338,30045,0
GJ,171,30481,56
FA,248,30580,13
JG,164,31073,32
HA,271,31470,0
HX,317,31724,33
FN,271,32125,0
HE,183,32333,63
IU,151,32366,0
FS,246,32729,0
HY,191,33299,0
GB,150,33501,26
FK,251,33597,48
JM,245,34894,78
FZ,299,35816,150
ID,285,35857,0
HP,178,36041,0
JV,308,36141,0
GP,289,36329,88
GY,307,36417,6
HG,281,36857,40
JP,228,37188,0
IZ,229,37849,68
IR,170,37853,0
IP,313,37937,0
IS,263,38084,0
IB,282,39329,13
IM,270,39555,0
JY,270,39790,0
GM,247,39841,81
JS,279,40335,104
HK,162,41024,0
JD,167,41044,63
HD,271,41681,0
JT,232,42891,33
GZ,337,43307,0
JF,185,44957,0
IA,292,45498,3
HW,289,47759,11
HZ,162,48040,0
IE,175,48775,0
KM,187,50221,92
KH,230,51019,8
JQ,218,51194,110
JE,157,51694,14
IY,320,51878,0
JO,248,51960,24
KB,166,54118,3
KJ,159,55252,0
KA,281,55762,0
