330
AB,237,0,7
AC,267,43,0
AF,151,59,0
AU,324,120,0
AK,273,134,0
AD,184,142,23
CB,336,159,0
AE,278,166,72
EV,307,212,86
AR,262,218,0
AL,239,241,0
AI,173,279,10
AP,259,331,0
AO,318,352,48
AS,201,359,0
DE,227,399,0
FK,207,401,0
EN,167,499,0
AH,191,536,31
AT,268,580,81
DR,314,629,147
DZ,207,672,0
AN,306,729,28
BV,288,777,86
BX,330,821,93
JL,211,887,36
BD,346,946,23
AG,274,1065,0
AJ,249,1110,1
AY,315,1153,106
EO,296,1305,12
AQ,340,1485,0
CG,209,1633,0
BF,271,1656,22
LW,175,1855,16
HG,180,1911,32
DP,158,1943,63
EJ,299,2003,0
AV,273,2100,0
BC,302,2106,121
BH,159,2112,6
DB,209,2154,0
AM,179,2352,1
GO,182,2366,0
AX,328,2400,0
FE,197,2547,60
BA,255,2823,0
FV,282,2913,0
BJ,325,3001,0
DK,307,3073,0
BS,278,3198,46
CY,276,3273,49
KT,159,3318,0
LF,334,3511,0
GD,150,3537,0
BT,231,3733,103
GX,150,3764,30
HR,242,3961,75
BM,284,3964,39
BR,333,4118,139
CQ,171,4431,0
BO,253,4472,5
AZ,301,4549,0
HB,183,4655,0
AW,279,4702,84
HD,256,4851,77
BK,269,4862,0
BU,311,4881,36
EB,344,5150,84
IR,169,5156,68
CS,152,5174,7
FS,290,5344,146
CJ,186,5382,91
CD,288,5460,28
HQ,189,5512,47
EY,172,5603,40
BI,189,5763,29
CP,171,5804,0
GI,214,5811,36
BL,350,5897,66
BZ,170,5967,21
EH,250,6017,14
FU,330,6173,143
GB,163,6289,0
MN,245,6463,32
BE,309,6496,0
GS,182,6765,0
FP,261,6974,0
DH,158,7029,6
CU,236,7031,0
BP,340,7033,50
DX,333,7137,0
EC,152,7142,0
BW,163,7299,36
BG,204,7386,0
MX,252,7514,85
CH,175,7580,13
IA,261,7698,0
HL,201,7767,63
JN,300,7776,47
ER,214,7961,0
EP,241,8004,0
JO,248,8030,7
CE,160,8083,4
FN,240,8158,93
KR,262,8242,0
JB,221,8288,0
GN,322,8292,0
CV,238,8507,82
GU,348,8561,0
GQ,206,8598,0
DU,272,8610,0
GK,337,8629,0
KL,265,8654,103
BN,257,8682,0
IM,211,8780,59
BQ,300,8977,0
DG,150,9090,17
CA,202,9249,0
CX,262,9257,0
MV,153,9402,0
NE,218,9439,0
DY,295,9469,96
IB,225,9624,28
CF,320,9831,0
IE,322,9915,0
BY,264,10156,91
GH,319,10190,0
EG,247,10259,17
CR,262,10280,16
CO,209,10326,90
CM,193,10384,0
CT,170,10469,0
HC,316,10610,0
KG,314,10721,0
EM,228,10847,0
EW,266,10947,83
DL,317,11036,0
CW,308,11134,0
CK,263,11173,14
FM,175,11201,0
CI,303,11250,0
ND,244,11334,93
ED,312,11401,0
CL,325,11512,0
CN,253,11748,118
MA,330,11749,162
DM,289,11769,63
DO,161,11840,10
JK,264,11909,0
DA,240,11998,0
FD,267,12125,134
HV,347,12357,0
HY,266,12436,0
ET,172,12583,57
GT,245,12711,0
GM,304,12863,0
DC,152,12867,28
EZ,192,12951,0
IL,206,13173,104
MH,312,13910,65
JT,229,13991,0
GE,291,14008,138
GF,182,14984,0
MP,167,15039,0
CZ,183,15194,0
HP,248,15326,120
JM,184,15702,92
IJ,313,15735,22
LC,200,15941,0
EA,250,16081,49
IP,207,16090,26
EF,168,16162,0
KZ,296,16176,0
DW,272,16415,33
GW,254,16611,51
HS,223,16694,84
LH,238,16753,79
JP,320,17352,0
EI,267,17604,48
DJ,168,17785,81
DT,168,17915,57
DS,259,17940,0
GA,280,18095,80
GP,162,18153,0
KO,178,18262,0
GJ,274,18268,0
KB,292,18405,41
DN,245,18582,19
EK,319,18765,0
DQ,295,18927,0
DF,326,18971,0
FH,327,19524,0
MF,326,20023,0
DI,279,20040,17
KM,324,21228,49
LB,276,21558,0
IV,277,21680,103
JE,296,21760,131
GV,256,21985,0
FB,257,21988,0
LJ,187,22148,0
FW,342,22260,0
JC,195,22495,48
ID,339,22513,69
FJ,173,22560,0
DV,349,22788,0
NC,168,22843,0
KU,273,23354,0
IX,201,23625,0
KC,203,23773,95
IN,197,23962,0
FO,151,23988,0
ML,246,23991,28
MJ,333,24134,0
KA,170,24140,12
IY,261,24295,70
FR,287,24341,141
LT,280,24567,128
LM,329,24917,0
EQ,313,25044,131
HZ,193,25253,0
IZ,250,25340,124
HJ,308,25368,42
HO,256,25772,11
EL,206,25863,0
JI,247,26022,109
EU,206,26036,0
JG,344,26155,0
MC,272,26254,114
IS,277,26585,0
HN,243,26598,108
HW,295,27317,3
ME,187,27501,0
GL,166,27620,74
LI,240,27945,0
EX,294,28203,0
JA,166,28239,0
FL,198,28275,0
KD,195,28373,34
FQ,278,28608,0
GR,333,28764,92
HT,159,28899,51
FC,152,28991,0
ES,188,29045,0
LO,326,29105,58
FI,150,29158,0
FG,268,29161,0
LP,183,29705,55
GY,262,29944,92
MY,252,30046,85
FT,341,30392,43
KN,199,30672,0
MR,176,30974,0
FA,209,31236,0
GC,193,31245,0
KF,178,32585,0
HM,153,32839,0
FZ,189,33326,23
IF,323,33730,0
MB,261,34359,104
MD,342,34426,0
KH,327,34670,88
JY,276,34788,43
IO,243,34840,0
JX,157,35006,0
FX,272,35060,0
JD,155,35093,0
HA,306,35210,0
HI,339,35468,18
FY,167,35880,78
NA,230,36287,6
JU,265,37130,57
HK,188,37190,0
LN,150,37660,61
HF,190,38144,0
GZ,251,38309,0
IK,318,39373,68
