150
AB,331,0,0
AD,349,10,42
BG,298,150,0
BE,161,173,0
AC,294,174,0
AW,235,177,103
DY,171,186,0
AF,285,292,100
AY,238,295,0
BD,203,438,86
DB,186,598,3
BO,217,645,0
AG,296,669,16
FG,292,690,0
FY,262,695,0
CJ,241,763,46
AL,312,767,112
DT,256,909,60
AE,270,950,34
AH,333,1137,41
AS,215,1143,63
AM,324,1254,139
EJ,334,1357,121
FI,275,1377,0
BI,209,1456,74
AO,327,1476,0
DQ,327,1517,0
BS,239,1571,0
AV,249,1581,75
BK,222,1600,0
AJ,210,1678,104
CV,171,1704,3
AI,338,1746,6
BP,167,1752,0
BF,200,1767,95
FE,247,1819,124
EX,343,1864,152
BM,306,1930,0
EK,171,2101,0
AK,306,2213,0
BT,317,2377,0
DC,217,2539,0
CK,200,2587,57
DM,319,2603,0
AN,194,2627,26
AX,194,2810,0
FT,263,2818,37
BN,315,2859,108
BJ,333,2876,160
AQ,260,2907,0
CF,337,2937,122
DS,198,3023,47
FK,233,3056,35
DI,285,3266,102
DE,267,3351,0
AT,177,3441,73
BA,239,3498,68
BU,198,3776,0
BC,165,3935,0
AP,164,3948,14
FP,154,3970,6
CE,338,3991,0
AR,272,4061,135
FU,215,4113,93
AU,166,4803,0
AZ,249,4967,0
EA,255,5127,0
EH,163,5605,11
CS,170,5618,57
DU,151,6058,0
BL,173,6215,79
EQ,349,6243,127
CI,169,6570,0
DL,244,6849,0
DW,266,6982,0
BW,324,7089,40
BR,217,7121,76
DP,173,7172,8
BQ,291,7571,0
CO,326,7632,0
BH,203,7757,39
CB,212,7766,31
BZ,334,7891,74
DG,326,8142,15
EI,219,8177,70
CA,190,8681,50
CY,196,9230,0
BX,205,9403,25
CH,266,9428,0
DZ,319,9483,0
FW,225,9821,0
FD,179,9833,0
BV,244,9875,56
EL,158,9923,7
CL,308,9934,0
EW,195,10145,34
CD,228,10286,7
EM,171,10349,0
CZ,340,10379,57
EU,188,10381,45
DN,179,10593,48
EO,296,10747,15
BY,292,11070,0
CG,184,11203,0
CN,348,11517,0
DJ,206,11717,4
CX,302,12358,81
CW,263,12432,0
ED,150,13629,0
DH,196,13839,57
CM,221,14121,87
DO,251,14513,0
DR,320,15111,146
CP,251,15633,98
DX,302,15763,0
EP,188,15791,77
CQ,331,15971,0
FJ,252,16118,109
CU,215,16313,79
FH,295,16358,91
CT,192,16594,62
CR,337,16718,153
DA,169,16835,0
FB,339,16981,0
FN,309,17077,0
EF,203,17177,43
FM,226,18284,0
FL,337,18985,0
DK,170,19085,0
DF,184,19501,32
ER,274,19888,107
EB,291,20204,0
FQ,166,21522,0
EY,217,21722,97
EG,219,22690,52
DV,330,22944,55
EN,167,23190,0
EC,190,23788,2
FX,263,25044,0
FC,277,25466,28
EZ,178,25570,44
FO,341,26503,162
FS,195,26916,80
EV,152,27439,22
ET,278,27612,97
ES,162,27765,33
FR,208,28721,99
FA,216,28829,0
FV,294,33089,0
FZ,259,35053,0
