128
AB,43,0,0
DL,35,4,0
AC,97,19,7
AF,144,24,0
BP,75,24,22
CP,124,65,31
AD,97,89,36
AK,114,129,0
EP,105,145,33
AE,64,155,0
AS,111,162,0
CG,72,258,0
AI,46,265,0
BF,52,307,27
DA,81,314,13
AG,70,384,12
DK,70,389,0
AH,74,412,38
DE,140,417,53
BI,77,463,16
AQ,150,468,12
AT,123,491,0
BV,82,507,1
AY,95,510,1
AJ,117,525,0
AX,84,558,32
AP,66,564,34
AL,78,581,4
EU,67,640,0
AO,86,724,33
AM,147,742,32
EI,67,744,0
ET,58,747,0
AZ,108,778,0
AR,69,832,6
EW,64,844,0
AN,116,856,12
BL,63,872,0
CL,44,883,0
DI,68,901,24
CI,64,973,32
CZ,59,986,0
AW,148,1009,0
AU,51,1178,0
DB,148,1197,3
BK,67,1225,19
BN,148,1248,0
CS,109,1249,0
CM,46,1274,17
EZ,71,1363,9
BR,30,1432,0
BQ,68,1449,0
BS,81,1452,0
DO,85,1514,32
AV,40,1522,18
CD,75,1625,0
CH,115,1630,43
DC,108,1635,0
BA,121,1740,16
DW,143,1742,0
BT,42,1764,7
BD,107,1837,0
BO,149,1896,8
EF,87,1923,5
CN,31,1937,0
ES,100,1951,0
DX,110,1971,0
BH,84,2029,11
BW,49,2049,0
EC,35,2094,0
BG,47,2104,2
BE,116,2144,0
CU,140,2158,0
BC,124,2163,0
BU,40,2167,0
BZ,98,2207,0
BJ,136,2208,0
DU,113,2260,0
CT,61,2303,0
CQ,67,2311,6
CE,54,2333,0
DF,97,2510,0
BM,124,2585,14
DP,76,2738,8
DG,58,2753,16
CO,116,2802,39
DJ,65,2875,16
CB,47,2897,1
DS,72,2953,34
EN,56,3015,0
DT,107,3044,0
EJ,131,3116,64
DY,105,3120,0
CF,47,3232,24
BX,90,3238,20
CK,71,3275,9
EB,127,3309,0
EX,135,3440,0
BY,76,3508,0
CR,127,3513,0
CV,115,3515,0
CA,86,3599,0
ER,139,3609,35
DN,66,3867,7
CJ,100,4059,0
ED,83,4137,24
DH,37,4176,2
EH,51,4491,0
DR,117,4520,0
EV,150,4550,0
CY,54,4843,0
DQ,42,5480,0
EA,39,5618,16
CW,90,5787,0
FC,135,5824,0
CX,119,5983,0
DM,114,6101,14
DV,104,6292,0
EM,129,6393,35
EG,91,6864,0
EL,51,7172,18
DZ,120,7303,0
EQ,120,8602,20
EK,117,8723,0
EO,50,9369,0
FA,82,10018,21
FB,37,10255,0
EY,30,10627,12
