115
AB,70,0,20
AC,65,14,0
DN,44,20,8
CH,61,35,12
EL,86,59,27
AD,87,103,0
AX,70,104,0
AE,125,109,0
AM,124,110,52
CA,91,116,21
AG,113,118,50
BO,72,136,0
CF,113,216,25
AJ,149,265,0
DC,52,316,0
AF,79,327,19
AH,87,363,0
AW,79,384,0
AI,118,400,0
CJ,72,418,0
DY,50,422,0
DQ,140,455,0
AP,126,456,43
CW,49,508,12
BG,41,566,11
BL,54,572,0
AK,73,593,0
DI,123,605,0
BR,146,609,0
AL,147,625,73
AZ,79,641,0
AO,94,643,33
BH,55,649,8
BZ,148,763,0
BF,123,767,0
BA,54,808,10
CY,81,853,39
EN,129,866,12
AU,37,906,0
DH,146,938,24
BC,31,967,0
AR,78,976,14
BT,90,1030,0
BM,61,1097,16
AN,107,1172,24
DR,143,1190,0
BN,39,1196,20
CE,141,1224,0
CD,145,1260,0
AQ,83,1363,0
BE,100,1364,0
AS,69,1386,0
AV,133,1406,60
DP,50,1419,2
BP,120,1462,24
DT,65,1489,4
BS,35,1683,0
BU,54,1712,9
AT,92,1722,0
CK,82,1738,28
DJ,117,1946,0
CS,118,2000,37
AY,92,2080,0
BY,43,2256,0
CG,67,2320,23
DU,70,2343,32
DW,51,2380,0
BD,82,2382,9
BK,63,2433,0
DF,62,2534,0
BJ,66,2552,10
CI,77,2652,38
BI,70,2844,8
BQ,74,2846,3
DM,103,3095,0
BX,44,3137,0
DX,81,3170,0
BV,149,3247,73
BW,65,3274,26
CO,92,3358,0
CQ,63,3367,0
CZ,34,3536,1
DG,88,3575,11
CB,33,3584,4
DS,113,3795,48
DO,33,3935,0
CL,30,4093,16
EH,49,4211,6
CR,33,4256,0
CM,128,4414,28
DV,124,4435,51
ED,124,4435,27
CU,84,4610,0
EA,145,4769,54
DE,56,4784,0
DL,124,4884,0
CP,103,4920,0
EP,99,5018,0
CN,59,5293,0
EC,104,5309,0
CT,78,5412,0
CX,73,5542,0
DB,73,5555,0
CV,53,5616,0
DA,147,5908,0
DK,105,6018,0
EF,31,6831,0
EB,120,6866,33
DZ,51,6904,0
EG,112,6989,29
EI,76,7553,0
EM,70,7840,30
EK,90,8107,1
EO,48,8420,5
EJ,87,9013,17
