84
AB,112,0,48
AL,140,37,60
BU,43,68,0
AD,80,91,0
AC,34,101,12
AI,146,102,0
AT,84,156,20
AM,33,161,0
AG,97,170,24
AF,63,175,0
AH,61,175,0
AQ,40,177,0
AE,60,190,24
BL,62,224,5
BE,97,277,46
BM,57,361,13
AJ,150,421,5
CZ,127,426,0
CS,123,454,0
AN,37,502,19
DA,52,518,5
BS,135,525,0
CT,98,532,25
AZ,143,603,0
BK,147,637,0
AR,117,651,0
AK,110,699,0
BG,30,739,0
AO,126,740,10
CP,150,795,0
AS,125,917,26
AU,90,918,6
BF,51,953,0
CH,118,974,36
BO,87,997,0
BI,70,1139,16
AP,40,1228,11
BN,34,1262,10
CW,69,1286,0
AV,95,1316,33
BT,54,1340,10
AW,92,1369,0
AY,81,1374,36
CL,147,1399,43
AX,65,1475,27
BA,124,1527,0
BD,105,1535,0
CD,94,1539,0
DI,34,1554,0
DB,90,1582,6
BC,77,1655,39
CA,42,1669,0
CG,74,1720,11
BH,93,1731,2
CO,52,1762,0
BQ,62,1858,11
BR,63,1864,20
DE,55,2043,0
BW,130,2066,29
CU,54,2122,0
BJ,109,2191,12
BP,100,2419,0
DC,41,2422,3
DJ,133,2517,2
DH,38,2627,0
CI,107,2685,40
CE,48,2910,7
BX,137,2927,0
BV,147,2957,0
CB,56,3002,0
BY,98,3328,20
CF,64,3427,6
CN,78,3774,40
BZ,148,4070,39
CM,76,4250,0
CQ,69,4362,0
CK,133,4729,10
CV,120,4970,0
CX,118,4982,37
CJ,133,5078,0
DF,72,5252,24
CR,100,5869,0
CY,89,6099,0
DG,55,6954,0
