84
AB,125,0,59
CH,35,8,10
CV,112,16,1
AE,96,39,0
AM,141,45,62
AH,131,73,0
DF,86,76,0
AC,45,77,4
CW,145,78,0
AU,99,93,48
AD,45,94,2
BJ,83,98,25
CA,59,152,18
AF,77,156,20
DG,125,162,44
BH,105,184,2
BZ,91,236,41
BP,51,241,6
AG,67,248,0
BX,64,248,30
CZ,98,253,44
AP,127,283,58
AJ,149,312,28
BK,62,372,0
AI,130,431,0
AL,45,560,3
BS,70,583,21
BM,66,589,0
AN,103,634,22
CY,98,664,0
AW,140,678,0
CE,87,687,0
CN,68,734,8
AO,130,772,17
BU,36,829,0
CB,105,831,0
AK,53,838,1
AQ,115,919,0
CD,127,1028,53
BE,32,1126,0
CO,136,1144,56
CF,130,1166,22
BO,49,1256,22
AX,103,1265,0
AS,132,1279,50
AV,65,1322,0
CI,113,1371,0
AR,140,1490,12
BT,63,1538,0
BR,68,1597,0
BI,73,1790,0
AT,59,1843,11
BC,126,1949,0
CG,130,2008,58
BW,93,2083,8
BA,102,2137,0
BG,133,2185,52
AZ,54,2219,0
BL,42,2219,0
AY,112,2291,0
BF,61,2373,3
BV,126,2445,0
CS,114,2634,14
BD,45,2696,0
CQ,117,2806,49
DA,45,2891,20
BQ,33,2921,0
CK,137,3114,28
BN,62,3146,0
DB,75,3168,0
BY,100,3334,0
CR,120,3708,16
DE,45,3790,7
CJ,37,3950,9
DJ,59,4045,2
CL,104,4180,3
CM,50,4375,0
CX,82,4553,26
CT,88,4911,2
CP,56,5000,29
CU,146,5667,0
DH,147,5809,25
DC,137,6291,0
DI,41,6686,8
