85
AB,106,0,0
AX,103,2,39
AC,33,16,0
AD,138,18,0
AL,100,74,0
AG,68,79,9
BK,111,83,13
BT,128,130,11
AF,109,147,16
AE,144,153,0
AY,85,200,23
BY,66,235,12
AQ,104,236,0
BA,78,273,0
AR,42,454,9
AP,116,465,36
AS,149,490,74
DG,107,506,0
AH,130,522,0
AJ,90,569,30
AV,103,626,0
AZ,144,627,2
AT,31,653,11
BM,108,658,19
AI,149,671,37
AO,126,705,4
BO,140,738,2
AK,66,750,0
DA,83,780,0
AN,32,789,0
BV,69,906,22
BH,148,912,72
BD,60,956,25
CR,145,976,31
CW,57,992,0
AU,74,1009,38
BR,145,1026,0
AM,40,1044,0
CO,106,1137,0
CK,146,1145,51
BP,98,1155,0
CE,114,1182,44
BI,38,1224,0
BN,64,1234,32
BS,57,1234,0
CZ,53,1238,0
CX,105,1285,0
CM,86,1293,0
BC,79,1358,30
CS,105,1442,25
BJ,47,1465,0
BE,64,1520,3
AW,99,1555,12
BF,40,1634,5
BG,86,1697,0
CT,107,1719,54
CD,60,1744,0
CG,149,1820,0
DC,112,1994,0
CA,50,2273,0
CJ,35,2289,0
CF,106,2384,12
CN,92,2420,0
CP,33,2474,0
BX,71,2769,30
BU,88,2905,0
CV,46,2907,0
BL,91,2960,40
BQ,60,3047,0
DJ,42,3086,0
CI,97,3169,0
CU,30,3245,0
BW,61,3263,0
CB,77,3704,0
CQ,82,3801,0
BZ,136,4087,2
CY,68,4355,1
CH,71,4405,0
DB,43,4722,0
DF,92,4949,6
CL,53,5056,0
DE,77,5070,0
DH,37,5293,0
DI,53,5805,14
DK,53,6895,13
