121
AB,33,0,1
AC,143,30,0
AD,124,36,3
AF,50,51,0
AH,83,67,0
DJ,40,105,0
AG,74,114,0
AJ,86,137,0
AQ,114,168,0
AE,99,193,0
AS,108,215,0
AW,145,269,55
AP,133,292,0
AL,46,330,20
CD,65,400,19
AO,46,449,0
DF,83,464,0
AI,90,475,35
BH,86,482,42
AK,69,487,17
AN,91,504,0
AT,58,513,0
BN,99,517,0
BA,31,585,0
AX,77,594,0
AM,115,733,0
BJ,144,763,44
AZ,131,810,0
AR,121,827,57
AV,120,946,49
CT,111,960,34
BC,136,974,0
CB,137,1245,26
BZ,77,1300,0
BD,80,1321,0
AU,123,1350,22
CA,117,1356,0
BL,115,1402,5
BQ,141,1423,58
EI,147,1481,41
BM,130,1496,4
ES,55,1529,0
DP,103,1555,0
AY,125,1577,0
BT,80,1596,0
DO,35,1766,0
BU,137,1817,0
DB,67,1840,0
BG,57,1856,18
BO,59,1873,0
BE,103,1969,23
CL,127,1986,21
BK,133,1996,13
CN,54,2036,3
CH,39,2058,7
DH,145,2061,54
BI,128,2107,44
EV,80,2179,7
BP,45,2254,5
CS,116,2256,1
CO,58,2262,0
BR,85,2266,0
EU,63,2388,23
CG,122,2457,0
BF,54,2575,15
CF,89,2637,0
BV,55,2899,0
DV,57,2961,0
EO,44,3109,17
CY,35,3125,4
CP,144,3288,0
CJ,37,3361,0
CM,112,3432,38
DM,105,3553,7
CV,114,3590,53
CR,56,3632,0
CZ,110,3821,38
DQ,127,3909,54
CK,48,3939,0
BS,140,3980,0
DL,104,4054,0
CE,79,4274,31
BW,102,4346,0
BY,118,4348,0
BX,132,4367,30
CW,45,4433,5
EH,70,5010,0
CI,148,5022,0
EN,51,5288,0
DW,110,5389,0
DZ,134,5636,32
ED,81,5710,0
EG,72,5763,0
DA,51,5814,25
DC,41,5994,8
CQ,122,6059,0
CX,39,6178,9
EK,126,6270,0
DG,140,6307,36
CU,43,6321,8
DR,134,6451,0
DU,150,6532,4
DK,121,6602,16
DX,67,6752,0
DI,115,6850,23
DE,141,6962,56
EM,133,7172,21
DS,74,7212,37
EA,65,7307,0
DY,123,7481,23
EB,71,7507,11
EL,63,7953,22
DN,129,7993,49
EJ,109,8146,0
EF,138,8189,0
DT,140,8564,0
EQ,101,8818,0
EC,56,9150,24
ET,121,9797,55
ER,80,10133,0
EP,119,10523,49
