147
AB,135,0,57
FG,55,26,25
AC,124,39,48
DN,108,59,0
BA,91,76,21
AD,35,87,0
AF,101,125,0
CI,68,149,7
AI,41,162,6
DV,55,180,0
AE,142,182,28
AV,116,205,59
BL,45,208,0
AJ,83,266,0
CU,86,288,30
BP,114,293,45
ET,95,299,10
AS,38,313,10
CT,114,322,0
AH,141,327,0
AU,129,338,27
EZ,51,457,0
BJ,68,461,14
DI,92,473,9
BM,44,504,21
AG,116,509,22
BG,52,576,0
AK,150,621,51
CR,32,637,12
AW,65,728,0
CY,117,801,58
AM,125,809,0
BT,43,914,9
CF,111,963,0
AO,136,984,11
AR,88,989,24
CL,67,1019,21
DU,128,1024,3
AQ,107,1033,0
AL,91,1048,19
FO,137,1076,24
AN,87,1149,0
AP,115,1152,0
BO,128,1178,31
BY,60,1184,31
EQ,148,1251,0
BD,111,1253,0
CZ,120,1278,0
AZ,78,1307,0
CG,82,1373,0
AX,96,1377,18
BF,43,1377,19
BS,94,1379,17
BR,52,1443,15
DO,64,1552,0
FC,37,1596,0
ER,96,1598,6
DF,75,1621,32
AT,42,1625,20
BI,92,1658,0
ED,150,1698,0
BE,128,1769,64
EJ,148,1772,70
CN,96,1775,19
FW,68,1788,0
AY,86,1822,23
DL,57,1888,27
BN,62,1893,15
BQ,98,1981,0
EF,133,2068,0
BH,136,2384,7
EK,102,2404,52
BK,76,2431,30
CH,57,2473,1
BC,68,2509,14
DY,101,2512,2
BX,109,2572,0
EG,55,2723,0
EH,63,2726,11
CM,103,2785,0
CA,136,2818,39
DZ,95,2852,12
BZ,77,2863,0
DG,60,3014,23
BV,42,3223,21
CJ,62,3280,7
CO,77,3296,0
CD,42,3348,2
EU,37,3376,0
FE,99,3392,1
EO,119,3518,0
DR,59,3540,28
FT,35,3705,0
CP,45,3780,0
BW,77,3830,0
DP,107,3834,11
DT,70,3930,29
BU,112,3958,20
FB,55,3980,9
CB,136,3996,65
CW,34,4004,6
CK,62,4036,16
CX,150,4333,41
CE,49,4349,21
DJ,47,4374,0
EN,110,4470,24
DC,115,4502,29
EX,98,4578,6
FQ,35,4619,18
FH,80,4769,31
DH,97,4868,3
FU,79,4872,26
CQ,54,4984,4
EL,109,5015,49
EP,77,5194,19
DQ,93,5203,40
EM,127,5217,34
CV,103,5293,37
DE,81,5544,0
CS,108,5552,0
DX,132,5967,47
DM,43,6170,0
EI,133,6186,0
EY,63,6258,0
ES,57,6259,7
DK,64,6382,0
FS,94,6388,0
DB,133,6394,0
DA,125,6538,38
EA,115,6800,0
FN,91,6898,45
EW,86,7026,7
FD,53,7256,0
DW,147,7475,0
DS,116,7560,0
FL,129,7619,19
EB,144,7714,9
FP,42,8175,0
EC,48,8299,14
FK,43,8904,0
FI,35,9388,0
EV,118,9717,0
FM,124,9891,1
FV,62,10072,30
FR,36,10760,4
FJ,83,10836,28
FA,63,10844,0
