101
AB,74,0,0
BK,115,17,0
AD,34,20,0
AC,81,31,38
DC,142,42,0
AH,131,51,6
AO,128,51,0
AE,58,59,9
AJ,123,63,0
CW,141,65,3
AL,34,75,18
AQ,144,79,0
AG,91,105,35
AM,41,106,1
DO,66,107,31
AF,57,121,27
CV,76,212,25
AS,148,243,70
CO,37,250,4
AI,135,271,0
BT,107,293,0
DB,63,331,7
CX,114,350,0
BG,139,353,15
BM,67,376,0
BD,92,408,0
CE,72,421,28
AK,140,444,28
DW,74,486,13
CK,92,532,38
BH,56,553,0
BJ,32,554,15
AN,66,592,0
AV,61,597,0
AP,138,638,0
AZ,37,858,7
AX,63,1027,20
AY,100,1069,0
DH,92,1110,0
CJ,30,1138,10
AR,97,1150,27
BS,78,1206,13
DM,100,1213,0
BZ,61,1243,0
AU,142,1271,0
CT,88,1278,26
BO,68,1298,0
BF,40,1326,4
CH,73,1369,12
CS,139,1509,12
CF,114,1519,5
AT,34,1531,0
DQ,97,1577,39
BA,39,1742,0
CZ,137,1822,0
DL,47,1878,0
DV,120,1891,0
CB,39,1945,0
BR,85,1951,32
AW,45,1955,0
BC,119,1958,0
BP,146,1984,0
BL,149,2133,0
DY,51,2150,0
BN,46,2185,21
BE,147,2226,8
DG,116,2227,0
CN,107,2312,0
CA,74,2326,0
BY,130,2345,0
BQ,128,2488,0
CD,147,2748,0
BI,104,2792,53
CQ,87,2849,14
DK,45,2876,0
CM,97,2940,25
CR,76,2982,10
DA,134,3097,24
BX,114,3104,0
BU,100,3230,0
BV,34,3760,10
DI,30,3864,6
BW,108,3975,0
CI,126,4070,10
DJ,54,4108,0
DT,34,4390,4
DS,30,4471,0
CG,82,4488,23
DN,52,4555,0
DR,105,4878,3
CL,99,4892,34
DF,99,4911,0
CP,105,5150,28
CU,47,5352,13
CY,67,5356,8
EA,111,5888,36
DU,59,6111,0
DE,111,6657,27
DP,71,7096,0
DZ,131,7154,16
DX,70,7258,0
