93
AB,124,0,0
DP,49,35,21
AC,50,100,0
AH,129,112,30
AE,39,120,19
AD,92,131,0
AF,104,166,13
BD,83,181,0
DN,147,204,64
AJ,78,225,0
AI,42,242,7
AR,65,279,0
BY,109,334,24
BH,60,340,0
AG,125,346,15
BK,112,371,0
AO,88,397,18
BG,133,401,64
AL,143,446,0
BW,149,449,7
BZ,52,548,0
AK,90,599,4
AU,143,604,0
BC,58,610,0
CM,66,630,0
AP,55,687,0
AT,51,703,0
AN,79,764,0
AX,41,843,7
CB,99,930,48
AM,57,950,6
AS,139,953,54
AY,105,969,18
AW,103,1132,0
AQ,34,1164,0
DO,128,1190,41
CO,119,1212,10
BS,34,1214,9
BA,61,1340,19
BJ,46,1468,8
BP,131,1517,1
CT,67,1548,0
AV,131,1627,0
BI,118,1665,0
CP,141,1673,0
CD,150,1718,0
AZ,31,1753,0
BM,120,1881,0
BN,88,1899,0
CU,32,1903,14
DG,50,1948,0
BE,90,2065,0
CZ,131,2129,0
DI,86,2133,12
BF,84,2175,31
CN,51,2260,0
DQ,120,2421,58
DM,98,2470,0
BT,119,2508,0
CY,144,2510,0
BQ,140,2569,0
DH,35,2593,0
DK,115,2596,10
BL,91,2740,11
CA,47,2743,0
BU,130,2804,0
CV,104,2808,32
CR,90,2840,29
BO,141,2880,24
CE,71,2889,33
DB,48,2892,15
CJ,109,3015,0
DA,91,3046,4
CG,38,3054,15
BX,44,3137,15
CL,40,3200,0
CQ,67,3412,0
CF,117,3464,4
BV,109,3607,48
BR,79,3659,34
DL,77,3673,0
CK,54,3750,0
CH,92,4107,0
CI,90,4357,29
DE,121,4385,12
DJ,56,4607,0
DS,132,4630,44
CX,68,4646,0
DC,51,5067,0
CS,124,5281,0
CW,105,5454,30
DF,52,6875,0
DR,67,7943,0
